763347	13055
878838	710530
66179	689059
579365	917606
66184	892510
328880	226452
932662	558209
377342	90546
543628	237826
550883	700418
347163	601210
749625	377342
625351	42319
683454	104032
492319	888297
582607	332131
400518	643905
400518	724703
196247	90327
418654	746237
402374	539518
331215	309148
412678	881539
655228	351605
707272	349770
160772	15478
777406	343653
20962	482245
117568	98083
268571	319772
593769	400518
661954	392283
69923	923160
17148	443952
188180	281247
225910	279279
608068	364622
225908	668188
398982	117570
696949	860976
891436	752701
579365	436769
49957	274556
940355	448228
436770	14788
317192	821732
373817	234090
362247	113902
639647	55037
855404	421326
515841	359415
85911	859804
495709	907732
17148	735420
98114	808438
317190	381559
486246	923032
664914	672232
907721	691013
17167	717007
164338	377332
590647	388914
654070	620992
128207	761210
118771	118771
888277	840405
421970	384258
651010	619282
492335	856739
298866	324942
539511	752701
559188	248577
163405	177275
328872	4990
891443	731203
283712	470500
492319	824447
176215	846521
140535	721348
396363	604935
237807	266708
206738	699448
87185	294208
929595	877784
808438	714511
536205	777413
565088	492300
33594	672232
370461	491532
729904	843098
477722	481126
203471	510352
185337	268521
362245	173981
110007	75961
752696	549716
902049	41406
913037	812663
622147	845046
583687	90625
85904	403742
253335	33579
133266	895278
462982	234090
791324	4471
913037	384593
392282	238821
459818	770421
622162	190355
94673	696345
133267	343715
283732	466259
481037	481469
738694	593723
906331	689061
766553	586570
148817	433384
343731	845865
615286	913037
13600	629631
236417	481031
683454	351795
629354	826400
763347	13600
219935	180953
245762	322077
277599	649670
126647	558046
696346	498356
129617	878204
176215	135638
241466	217411
864160	149479
501113	904346
525069	122076
604935	459818
913037	135635
492335	331215
225907	161736
117572	493308
382959	590647
622162	898168
718421	289949
126413	459814
388922	406494
799681	313820
319937	319452
766553	283734
322765	860416
118771	543625
669286	669286
780506	188183
319937	493252
222384	261270
696949	169157
902038	321606
510356	696325
891433	757016
696949	183943
915958	645121
17153	742691
336347	619156
206763	325835
639647	290002
661953	590647
593795	718420
608086	396688
833239	515880
206762	766104
129606	717944
283725	79912
899121	681594
568409	554088
582578	830229
245762	426727
226452	306381
49991	317198
616522	87172
298876	399088
582585	4479
582609	13600
49957	874631
940355	42623
693140	160700
400518	639542
80426	720247
199311	321413
808448	148823
874613	731193
347163	220123
283712	647463
49978	791298
160753	271263
418617	555181
49983	421976
521782	672232
507056	127343
629354	351540
211957	209734
724634	529354
230672	351795
477702	625393
693140	661937
507049	854425
492341	470520
160761	22154
442244	113267
37387	672232
129636	143602
377336	865243
539512	153329
148817	871806
283740	44310
777413	343655
679252	63840
885398	525073
82065	46072
710532	742691
195089	933773
241468	554087
589237	384593
622162	382984
808434	359415
191589	85919
752703	515880
721384	895426
421973	414432
767661	245762
791315	459814
225904	601303
13600	682411
112115	844109
206750	800979
211660	53788
885398	809504
164341	470520
13600	861856
407127	495711
481037	421976
188186	284736
763356	98947
937749	256675
340477	44310
367238	552611
550895	919051
833248	443952
878838	93245
554091	452661
616513	499818
256676	403102
138477	795575
211957	145280
805297	349770
222396	18122
554089	652616
237807	306549
148823	909288
668191	936623
203471	362246
436774	656685
112115	226452
66153	711641
298875	665699
347166	757016
17172	4471
129604	470569
696949	433402
902061	558370
82168	145274
932592	262455
907721	278736
463004	898830
206744	877782
521767	547389
766546	490164
696	507839
521767	590275
738700	473103
763352	891443
370461	215709
69923	147904
237801	199394
317202	905647
447943	572475
536205	554084
137802	210439
905249	324270
107541	752702
237822	230268
906331	82161
554084	106403
33606	497558
477707	473103
459818	871670
539512	85919
332137	69927
777413	672232
850240	590647
462993	317191
507055	760469
507056	409698
242668	546687
554079	905240
280435	558083
196231	112479
388914	426258
777392	891443
117575	261981
10658	365019
442242	756667
199311	851354
593795	123461
877781	386706
129605	895401
343732	74412
521792	63840
206762	493252
646616	585000
794452	905240
929577	503508
459818	646512
608086	141580
749625	276229
317204	85918
777400	560569
183220	596938
763366	164340
412680	864157
492343	137626
113960	384593
799681	721323
913037	770783
13600	74786
66182	405072
160761	148823
348401	196242
442244	98603
477692	613746
795575	567763
805308	31134
710542	601317
763364	433384
819150	622084
861027	349770
940355	629463
616522	656492
317202	141779
366410	159611
373880	91638
385854	343716
91217	672232
833243	9210
332129	808441
704288	907732
724642	650962
48825	112479
915934	915939
629354	214927
777388	324575
785636	44310
780502	55037
139104	330153
195090	109407
568408	454273
492275	829908
188180	511534
902052	143137
888349	616635
55030	206755
679255	126404
915934	93569
347166	328821
795583	102866
622135	859804
924150	145274
929595	711641
668188	780500
808438	290002
117571	495718
231557	809504
206750	860984
679230	459814
785641	196231
117570	9456
126647	351422
343732	167032
481032	85920
336346	74435
608079	752703
565111	1806
486246	728758
377336	672086
245763	627130
683454	317188
253326	58312
418654	547416
347167	83169
82113	707265
724634	13618
176217	246001
919051	436766
268583	74412
777392	319870
85911	347170
752704	317191
69569	283050
183220	358930
436771	377338
481041	299419
823436	563260
283707	555203
370581	470520
407122	318388
707301	106403
888320	302337
910457	21034
466264	394984
555203	140374
593798	98086
226452	25557
791319	53788
725735	102866
475548	184258
582585	40385
507065	351604
808446	407120
302361	757506
253305	718421
332119	696345
107540	191596
100025	861022
507065	14788
352843	451493
525073	226452
582615	668194
668187	381702
373817	778132
17150	262419
253305	141557
451256	9281
877777	548749
20957	654074
693140	283665
392286	485325
654064	295847
891443	332137
153958	858076
459818	485325
55037	42100
433426	662683
98086	893504
403780	199483
833243	106278
555203	272018
140526	840026
56701	890829
554088	317191
844109	672232
554091	421976
850217	598072
247196	711641
616513	799681
554082	568410
436771	801312
317202	913176
596961	654074
65357	381903
785639	784443
225906	157412
319937	672068
117576	42100
459818	648943
661937	719362
687459	331945
110007	55034
358922	565117
543628	700
436768	58653
98111	58463
94684	877784
277600	341884
85904	69926
874613	274228
882830	30038
237801	25729
661954	122076
377345	776731
176217	32876
878838	350916
347171	122076
724638	514629
403800	854145
763354	76016
418654	459416
268571	642113
188186	137979
277600	503898
83251	114940
661937	382556
837463	891441
696949	258945
411313	899275
82113	317188
241463	854153
362247	9444
780502	30035
833239	679188
679255	833248
370581	373861
241472	85918
317200	567763
492343	654072
90327	686174
940355	656697
20958	225902
101652	760469
277599	845865
407123	615034
785639	236417
565100	437913
66153	420393
82172	877782
146297	798694
259430	426403
710543	122076
655078	122076
596968	13788
370461	821732
317204	317188
180953	543625
13598	625389
298861	98080
370526	659430
129619	298815
4480	884174
129617	63840
106085	83154
492275	562894
154554	139170
554087	567763
492335	919051
596970	220123
707296	714602
13618	458249
36120	596961
148820	659442
298866	234677
582585	158486
129639	347168
49958	547389
98130	471714
725735	827512
283733	638088
794425	481031
191587	902000
554088	90705
277600	47560
436770	101649
126413	4471
798396	686180
280428	9101
241472	101582
85916	878204
373832	352127
412672	471756
17031	470500
550883	639647
913037	33606
625385	230366
486246	844109
473103	85170
919052	470475
64253	266916
317198	477634
253305	812233
33606	190355
206738	715360
715808	514465
940355	392239
237817	489150
225907	135635
492275	50460
525075	62862
847136	182410
525072	473103
477702	672534
110007	462988
347167	426403
707298	533113
110007	604935
492335	154650
448164	629641
146297	861022
819150	507071
855396	483176
362248	49313
510357	847978
388916	351795
129636	829912
347167	490164
673427	412714
4480	55037
129619	407124
760469	828910
734014	830959
126413	421326
611310	256772
522910	812745
661954	122142
17167	6859
619148	387967
647934	373861
377330	529354
107537	356677
902049	244280
288400	915901
550910	714519
636449	615279
237807	621067
724643	441055
4480	243525
17172	148819
317203	672534
888355	803357
481037	331945
536181	384593
622147	582609
203477	502546
915952	506995
66179	455832
913037	228951
55035	440622
59735	229238
66171	932665
625351	195085
297508	877776
49960	784350
721371	438663
328883	100025
749625	639643
317195	347163
850240	593798
82175	703801
317180	9440
397697	505866
907721	209727
679230	639643
392284	93572
766546	475535
37387	615395
805292	593798
56701	30038
565095	220115
195089	470520
56435	141580
107537	33497
274691	496860
78819	206778
492319	317194
525075	377342
622146	429895
693140	471770
554079	477670
113940	601292
669279	659430
777388	72268
183943	640772
107537	340501
915944	433417
486246	459416
679257	176724
407123	228951
237804	30038
268570	706072
696949	317204
4472	656680
317204	877782
388922	809504
412675	228951
495716	756868
763318	227130
313820	650966
377345	879761
608081	454273
929584	74554
767387	6181
882830	532745
206738	702977
241469	419494
763355	902043
188180	712258
377348	622596
82113	512590
851354	826210
